N_ppm,P_ppm,K_ppm,soil_moisture,soil_ph,temperature,humidity,rainfall,soil_type,crop,fertilizer,irrigation_mm
85.22,,47.36,53.2,6.9,29.73,57.56,51.38,Sandy,rice,None,2.45
32.49,18.16,10.37,51.39,7.05,19.85,93.42,8.42,Loamy,rice,NPK-16-16-16,1.3
78.11,28.33,48.76,50.19,5.27,24.97,90.23,,Loamy,maize,None,0.0
53.54,26.21,13.45,,5.43,28.73,78.47,49.82,Peat,tomato,None,2.07
40.03,52.8,13.85,45.97,8.03,31.2,78.87,14.8,Loamy,rice,KCl,3.65
63.95,16.41,60.53,21.71,4.02,20.54,85.87,22.34,Clay,tomato,Kapur-Dolomit,1.39
36.75,48.31,17.49,58.01,6.47,30.97,70.01,225.06,Clay,shallot,KCl,0.0
54.49,36.46,46.6,53.15,5.67,24.01,83.49,10.3,Loamy,shallot,None,0.48
6.54,52.09,14.51,27.18,5.83,28.89,97.0,36.8,Sandy,tomato,Urea,3.32
41.74,71.01,47.41,29.76,5.65,27.38,63.05,,Loamy,chili,None,1.8
46.45,38.15,34.35,30.61,6.67,22.62,70.39,30.33,Silt,chili,None,2.38
64.29,68.1,38.82,45.74,,24.02,76.47,6.69,Peat,rice,None,3.1
30.47,40.08,60.17,25.89,7.69,26.65,67.09,202.04,Peat,maize,Urea,1.77
73.38,33.42,58.19,50.2,6.69,36.5,56.44,450.0,Sandy,shallot,None,0.68
19.4,25.15,4.04,52.42,6.56,31.7,58.92,7.18,Sandy,tomato,SP-36,2.52
58.96,28.03,64.31,50.78,6.25,30.98,61.84,2.14,Loamy,rice,None,3.26
37.78,60.02,38.7,51.0,8.09,21.36,81.85,,Clay,rice,Urea,2.07
84.22,45.14,48.27,,6.54,27.08,79.57,71.16,Clay,chili,None,2.18
70.45,29.38,62.66,43.9,7.39,27.09,74.88,40.88,Clay,shallot,None,1.27
122.58,7.39,45.22,58.98,4.97,34.0,78.95,311.08,Peat,chili,Kapur-Dolomit,0.0
,40.41,10.7,22.97,,29.22,66.08,140.02,Silt,tomato,Kapur-Dolomit,2.64
37.94,66.17,65.3,59.66,6.56,20.71,65.85,81.23,Sandy,chili,None,0.38
24.92,65.62,32.6,69.19,5.06,29.91,77.04,53.33,Sandy,chili,Urea,0.32
86.84,34.54,56.83,69.76,7.7,33.89,72.39,72.57,Sandy,shallot,Organik,1.25
62.1,,25.24,38.2,5.28,25.81,93.57,3.94,Loamy,chili,KCl,2.27
94.59,38.22,42.26,61.2,6.78,26.61,67.83,151.85,Silt,chili,Organik,0.0
,38.4,31.5,62.3,7.67,22.22,70.72,0.73,Sandy,shallot,Organik,0.0
57.38,50.82,48.06,42.35,5.81,27.23,84.07,45.27,Clay,maize,None,1.53
,29.22,34.51,48.63,7.42,27.14,57.84,46.1,Sandy,shallot,None,0.22
102.74,43.13,41.14,37.51,6.03,25.04,78.98,114.95,Sandy,shallot,None,0.17
68.05,50.97,26.65,30.13,5.74,15.68,87.32,48.04,Clay,tomato,KCl,2.11
53.87,49.19,15.47,40.25,7.36,21.12,69.93,160.49,Clay,shallot,KCl,0.59
67.77,76.88,15.11,,5.11,26.52,72.24,142.6,Peat,chili,Kapur-Dolomit,1.24
79.61,12.18,13.93,44.09,6.56,23.66,78.82,10.87,Sandy,shallot,SP-36,2.05
31.92,41.59,56.31,38.54,6.11,18.12,66.03,206.21,Loamy,maize,Urea,0.89
51.78,6.86,52.12,49.97,5.59,26.55,53.2,339.31,Loamy,rice,SP-36,0.0
,45.6,47.45,54.87,5.19,23.76,61.84,41.38,Clay,tomato,Urea,0.21
85.56,17.74,55.88,50.24,7.37,30.11,98.42,1.49,Sandy,tomato,SP-36,3.02
0.0,59.19,56.53,33.13,5.12,31.11,88.96,261.85,Silt,tomato,Urea,0.85
44.01,23.73,33.28,48.89,5.82,25.38,73.17,75.03,Loamy,chili,None,0.0
60.46,16.17,39.85,21.5,6.0,31.84,68.85,363.22,Loamy,rice,SP-36,2.74
49.06,47.9,31.29,68.65,5.55,28.0,77.03,12.7,Sandy,tomato,None,0.03
21.95,35.25,47.78,51.75,5.66,22.35,89.69,443.25,Loamy,rice,Urea,0.0
64.89,29.27,44.97,,7.05,26.26,73.58,,Loamy,maize,None,1.77
40.44,26.14,21.0,49.05,7.95,34.97,88.33,111.19,Sandy,tomato,KCl,2.48
59.15,47.38,52.66,,5.72,25.94,73.39,74.16,Loamy,rice,None,1.56
3.33,57.53,25.67,44.33,7.67,30.68,61.41,7.5,Sandy,tomato,Urea,1.72
9.03,14.35,48.33,45.86,6.39,28.85,54.36,31.09,Peat,maize,NPK-16-16-16,1.97
52.94,45.79,66.54,30.13,6.67,30.72,83.35,,Sandy,tomato,None,3.33
18.35,0.0,,68.74,5.75,27.08,80.31,26.32,Sandy,tomato,Organik,0.16
46.29,13.65,60.52,55.26,7.12,28.44,55.14,186.03,Silt,rice,SP-36,0.32
92.17,43.21,42.36,,7.79,28.12,49.95,148.61,Clay,rice,None,4.62
13.1,42.41,35.05,45.6,7.66,26.39,81.54,267.11,Loamy,tomato,Urea,0.0
25.77,13.25,48.84,50.69,6.72,32.71,61.58,81.87,Silt,maize,NPK-16-16-16,1.6
43.66,28.43,63.51,44.49,6.43,19.42,72.53,14.16,Sandy,chili,None,0.52
45.03,66.56,57.91,24.62,7.47,30.27,59.79,228.86,Silt,shallot,None,2.9
80.18,32.16,57.73,49.04,5.85,26.76,69.91,,Loamy,rice,None,1.6
34.33,,84.75,43.86,6.55,35.54,60.27,54.03,Silt,rice,None,4.76
35.0,0.0,33.96,,6.37,23.81,95.4,12.79,Sandy,tomato,SP-36,3.94
72.89,31.51,42.59,46.13,5.95,24.46,65.03,53.74,Sandy,rice,None,1.31
77.9,25.13,60.1,9.96,5.66,24.66,77.96,37.26,Loamy,tomato,None,5.31
57.35,23.92,46.23,84.9,6.17,21.91,79.25,97.16,Loamy,tomato,Organik,0.0
72.44,66.08,59.7,48.09,5.54,35.07,50.62,46.23,Peat,shallot,None,3.16
,43.06,47.65,9.6,5.52,38.49,43.72,41.35,Loamy,maize,None,8.16
45.19,29.77,42.1,44.26,6.55,34.99,81.1,264.3,Sandy,tomato,None,0.55
37.57,6.62,25.13,51.32,7.84,27.71,93.11,62.53,Sandy,rice,NPK-16-16-16,1.79
31.88,45.79,34.68,47.31,6.28,32.98,86.31,114.13,Peat,rice,Urea,2.88
82.68,14.7,92.54,38.17,7.83,26.43,70.15,147.2,Loamy,tomato,SP-36,0.07
64.61,34.29,35.11,32.31,5.97,28.95,54.53,99.47,Clay,shallot,None,2.85
40.5,46.83,38.48,36.57,4.9,26.65,80.01,78.41,Clay,chili,None,1.43
80.97,67.31,92.44,25.9,5.99,21.83,83.75,14.48,Sandy,rice,None,3.92
71.88,25.84,39.18,28.62,6.84,24.95,86.02,,Loamy,chili,None,3.29
51.33,35.73,50.36,34.82,7.6,29.44,70.55,150.26,Silt,shallot,Organik,1.34
86.71,35.64,39.39,68.5,4.84,24.76,50.27,6.9,Loamy,maize,Organik,0.63
21.44,5.36,47.87,58.59,4.98,30.84,61.93,96.29,Silt,rice,NPK-16-16-16,1.84
73.29,57.92,73.91,29.38,6.51,26.06,,68.35,Loamy,chili,None,3.27
32.24,37.06,57.68,31.57,8.32,22.19,87.37,290.06,Loamy,rice,Urea,0.3
74.4,33.05,79.74,46.95,7.11,26.08,55.54,338.02,Loamy,tomato,None,0.0
99.79,42.71,58.06,48.92,6.6,29.71,78.88,145.4,Silt,shallot,None,0.02
10.83,22.1,42.76,52.24,5.22,19.53,65.52,172.91,Loamy,chili,Urea,0.0
92.23,61.71,39.48,19.19,,20.89,90.49,51.73,Peat,tomato,None,2.14
85.73,18.87,2.7,48.08,5.03,31.84,83.63,2.69,Silt,maize,SP-36,1.61
117.51,0.19,0.0,63.59,,36.84,57.27,184.1,,maize,SP-36,0.0
60.05,37.76,53.31,36.89,5.97,33.7,,61.44,Sandy,rice,None,4.19
110.45,,49.89,51.38,6.79,29.31,57.13,15.86,Loamy,tomato,None,2.23
33.16,18.71,46.53,54.3,6.66,21.28,54.64,33.35,Clay,chili,SP-36,1.12
,42.31,58.01,58.17,5.83,22.78,78.86,133.69,Peat,tomato,None,0.0
,45.71,37.17,21.6,6.63,24.78,89.62,0.7,Peat,chili,None,2.9
20.25,55.93,56.03,46.1,6.14,28.19,99.59,223.16,Loamy,rice,Urea,0.0
444.99,35.99,27.54,56.45,8.44,26.21,54.22,28.11,Loamy,chili,KCl,1.82
131.32,33.21,46.03,64.11,6.08,20.32,83.77,48.62,Clay,rice,Organik,0.0
67.07,48.43,45.16,62.36,7.11,32.69,84.06,55.5,Loamy,rice,None,1.9
92.09,38.76,25.13,30.47,7.69,29.77,53.0,370.08,Sandy,rice,KCl,2.09
63.57,42.63,53.79,60.78,6.81,33.32,85.95,114.38,Clay,tomato,Organik,0.3
12.86,51.78,65.5,65.84,5.2,34.76,63.84,26.43,Peat,shallot,Kapur-Dolomit,1.42
71.38,36.9,34.7,52.11,5.43,28.4,66.6,96.2,Loamy,rice,None,0.56
67.91,38.58,23.46,27.35,6.27,25.53,83.79,,Sandy,maize,KCl,2.75
84.22,18.86,32.8,34.19,5.53,17.2,,191.86,Clay,chili,SP-36,0.95
94.27,,41.43,,6.43,25.99,92.83,73.41,Peat,rice,None,0.32
48.43,28.85,29.06,57.65,7.19,22.56,90.84,164.06,Peat,tomato,Organik,0.0
99.12,6.99,95.2,66.39,6.95,13.44,83.36,39.78,Silt,chili,SP-36,0.0
118.19,28.89,46.85,56.41,6.86,27.36,57.0,148.92,Clay,maize,None,0.0
76.06,52.17,43.51,44.94,8.63,30.98,77.66,138.16,Sandy,rice,None,2.43
79.92,54.74,11.68,48.03,7.89,33.42,59.33,0.34,Silt,chili,KCl,2.89
65.78,34.31,39.4,60.88,,32.59,80.6,41.88,Loamy,tomato,Organik,1.39
20.94,33.8,32.03,24.1,6.4,24.96,92.61,166.59,,chili,Urea,1.53
62.83,35.46,14.16,57.87,5.57,28.93,81.34,299.63,Loamy,chili,KCl,0.0
31.1,26.59,25.76,72.44,5.58,20.85,71.74,41.65,Sandy,chili,KCl,0.48
62.61,19.34,,,,36.92,82.85,139.36,Loamy,chili,SP-36,3.07
75.98,29.14,,45.69,7.25,33.5,64.68,364.67,Silt,maize,None,0.53
122.46,41.31,37.32,68.09,6.49,35.48,60.55,71.49,Silt,rice,Organik,2.96
104.81,11.97,102.5,40.27,5.82,34.52,58.93,25.12,Peat,maize,SP-36,3.68
71.23,50.74,14.11,45.95,5.6,25.57,81.29,6.32,Clay,maize,KCl,0.39
77.1,47.97,37.97,53.49,5.48,23.77,61.41,54.07,Clay,rice,None,0.89
39.39,14.23,20.96,29.35,7.23,20.22,100.0,10.41,Peat,tomato,SP-36,3.04
16.94,38.4,72.37,52.5,6.58,32.22,87.74,245.43,Clay,tomato,Urea,0.0
79.21,20.31,47.5,38.03,7.28,26.65,84.43,97.32,Peat,maize,None,1.58
3.78,60.0,26.61,58.37,6.03,34.37,63.3,254.92,Loamy,maize,Urea,0.0
79.33,31.01,47.27,29.23,7.65,35.93,83.15,55.77,Loamy,tomato,None,4.3
119.12,10.06,46.94,46.83,6.28,19.73,66.1,216.31,Loamy,maize,SP-36,0.0
69.57,29.16,25.5,60.86,5.9,28.67,58.57,41.18,Loamy,tomato,KCl,0.67
89.15,37.12,47.04,62.84,5.25,27.19,56.49,7.89,Clay,maize,Organik,0.68
54.9,40.67,60.89,24.62,4.99,32.4,83.26,259.47,Loamy,tomato,None,2.32
63.15,24.6,42.41,47.0,7.82,32.25,72.11,10.46,Loamy,rice,None,3.52
,60.17,84.05,29.1,6.09,35.09,57.45,90.68,Silt,maize,None,3.63
106.5,29.97,59.33,38.9,7.09,32.1,76.84,114.3,Loamy,shallot,None,1.5
68.75,23.12,42.34,49.06,6.63,26.71,80.53,119.33,Clay,maize,None,0.0
62.23,56.88,64.07,28.2,7.3,27.08,76.69,160.2,Peat,rice,None,3.3
58.35,,34.46,53.36,6.97,23.12,80.62,,Sandy,tomato,Organik,0.0
52.96,26.64,53.91,59.29,7.77,29.68,77.48,,Sandy,rice,None,0.31
78.91,11.1,36.18,41.33,6.39,23.04,68.45,324.04,Silt,tomato,SP-36,0.0
58.37,32.7,20.67,50.59,6.18,19.3,79.76,63.29,Peat,chili,KCl,0.0
28.07,29.87,53.11,59.2,3.99,34.2,79.14,10.95,Loamy,maize,Kapur-Dolomit,1.2
70.98,39.23,34.09,61.51,6.4,25.39,42.61,36.07,Silt,rice,Organik,1.78
13.59,24.64,38.52,51.6,5.17,28.17,62.63,26.75,Loamy,rice,Organik,1.55
21.71,38.9,42.62,58.23,7.69,32.16,78.51,19.97,Sandy,maize,Urea,0.0
23.34,22.03,38.9,51.17,7.07,25.25,64.85,102.26,Clay,shallot,Urea,0.17
31.9,39.52,65.99,41.93,5.7,33.8,75.85,45.92,Peat,chili,None,2.15
43.99,14.75,47.43,50.05,4.72,28.82,59.81,155.36,Clay,chili,SP-36,0.3
52.97,40.14,95.05,38.85,8.03,32.37,64.28,167.47,Loamy,rice,None,2.19
,20.64,55.86,24.64,5.52,21.4,77.88,119.19,,chili,None,2.65
74.87,61.15,37.88,41.28,6.78,19.42,,42.51,Clay,tomato,None,0.59
47.24,14.77,33.96,31.02,6.88,21.53,93.2,273.87,Silt,maize,KCl,0.0
,44.14,51.8,,6.86,21.37,72.15,37.02,Sandy,chili,None,0.0
32.42,,43.26,64.85,5.52,22.72,73.73,137.48,Clay,rice,NPK-16-16-16,0.2
52.13,25.48,67.97,41.0,7.18,35.1,59.57,42.53,Silt,maize,None,3.43
86.8,28.29,61.73,60.68,6.42,34.75,77.67,35.53,Silt,rice,Organik,2.98
92.37,64.65,59.13,60.18,,29.22,91.35,98.84,Sandy,rice,Kapur-Dolomit,0.43
69.4,55.95,42.21,54.57,4.83,42.0,70.34,78.87,Silt,chili,None,2.68
104.08,27.64,42.53,47.91,6.87,28.68,64.56,43.95,Sandy,maize,None,0.48
35.42,27.0,56.9,62.06,6.36,28.97,82.32,63.75,Silt,chili,Organik,0.0
68.43,17.85,67.32,,5.2,25.52,80.03,162.78,Silt,shallot,SP-36,0.0
89.77,36.05,62.93,66.52,5.62,28.14,85.06,0.95,Silt,chili,Organik,0.04
48.89,19.0,41.97,39.2,6.14,28.38,74.43,211.42,Silt,shallot,SP-36,0.88
101.72,61.54,21.09,23.35,6.01,22.97,53.68,26.81,Peat,rice,KCl,5.2
36.2,13.97,0.0,21.91,5.54,27.63,63.75,168.25,Sandy,rice,NPK-16-16-16,5.01
43.81,41.12,0.0,50.77,4.46,27.74,80.6,55.76,Silt,maize,Kapur-Dolomit,1.36
56.05,50.0,59.55,53.07,8.36,34.18,64.38,22.82,Loamy,maize,None,1.9
76.09,22.8,71.42,62.68,3.5,24.24,79.29,104.56,Sandy,tomato,Kapur-Dolomit,0.0
69.97,27.88,48.22,30.8,7.06,23.44,48.99,71.3,Loamy,shallot,None,2.59
42.12,39.7,58.58,,7.93,29.79,73.17,0.55,Loamy,shallot,None,2.07
73.74,43.22,77.45,40.77,5.8,19.67,70.03,450.0,Sandy,shallot,None,0.0
,55.37,65.7,53.05,6.5,33.89,96.53,42.29,Loamy,rice,None,3.01
,35.8,40.3,15.89,6.55,19.06,82.5,134.95,Clay,maize,None,1.92
80.11,33.8,67.16,34.82,7.98,23.32,72.45,91.39,Loamy,tomato,None,1.08
23.13,36.24,37.1,55.02,5.81,24.05,74.25,14.51,Clay,maize,Urea,0.71
105.62,24.07,34.05,,7.1,28.24,100.0,164.86,Silt,chili,None,0.97
24.77,63.66,29.57,41.24,6.0,28.74,85.1,279.17,Clay,rice,Urea,0.8
95.98,21.83,28.1,75.1,6.21,29.88,71.06,254.3,Loamy,shallot,Kapur-Dolomit,0.0
82.13,21.02,46.04,41.89,6.87,23.07,46.57,,Loamy,maize,None,2.15
43.93,70.22,96.08,61.48,6.15,28.27,62.77,136.26,Loamy,maize,None,0.0
103.36,76.28,33.56,37.85,6.15,28.25,88.11,12.83,Sandy,shallot,None,2.27
74.37,27.34,58.27,52.61,6.13,13.4,90.14,78.71,Clay,maize,Urea,0.0
74.71,18.07,41.14,49.66,5.54,28.67,65.2,102.08,Sandy,shallot,NPK-16-16-16,1.12
50.44,39.45,76.2,53.75,6.02,34.87,58.49,25.08,Loamy,rice,None,3.78
25.53,18.37,0.0,45.87,5.32,28.15,74.01,91.86,Peat,tomato,Kapur-Dolomit,0.0
75.78,40.73,49.2,45.34,7.48,30.1,60.98,81.83,Sandy,maize,None,2.96
54.57,20.06,6.88,42.34,5.5,32.57,70.11,41.06,Sandy,rice,KCl,4.16
73.32,20.51,20.24,39.77,6.76,25.11,68.61,87.92,Sandy,tomato,KCl,1.06
96.98,33.26,44.25,59.51,6.48,33.86,72.51,,Peat,maize,None,0.81
0.0,25.18,45.55,10.22,6.34,33.05,83.57,157.09,Loamy,maize,Urea,4.73
102.98,27.94,0.0,35.08,6.43,36.48,59.02,168.84,Sandy,tomato,KCl,3.31
46.98,50.18,75.88,36.1,5.8,25.97,78.69,20.6,Loamy,chili,None,1.89
48.89,32.32,45.37,51.11,6.03,24.86,69.34,5.42,Loamy,chili,None,0.5
129.86,51.91,39.06,42.03,6.7,32.58,68.81,16.0,Sandy,tomato,None,2.11
83.84,11.21,37.17,58.32,,29.7,,,Loamy,tomato,SP-36,0.0
44.38,0.71,69.06,42.92,6.91,30.0,74.83,30.05,Loamy,tomato,SP-36,1.62
39.83,31.22,38.78,42.35,5.51,23.08,75.97,48.24,Sandy,tomato,None,0.93
74.5,66.87,36.14,24.82,6.05,24.8,100.0,157.22,Loamy,chili,None,0.99
41.64,16.4,44.08,50.7,5.87,30.13,88.87,115.65,Sandy,chili,SP-36,1.25
25.73,56.25,33.17,47.73,5.87,34.41,92.57,20.32,Silt,maize,Urea,2.45
37.02,27.12,78.22,42.23,,24.82,77.32,56.87,Loamy,maize,None,1.06
61.84,54.09,41.17,47.25,7.3,30.01,79.54,97.56,Peat,rice,None,0.37
56.05,24.59,53.41,34.33,4.72,29.95,76.87,115.93,Loamy,tomato,Kapur-Dolomit,1.51
84.29,49.83,46.0,40.78,6.36,32.35,58.59,,Clay,rice,None,4.4
17.98,46.51,23.19,51.44,5.32,31.17,80.0,16.44,Loamy,rice,Urea,2.31
52.7,55.48,82.41,59.69,6.04,28.7,100.0,173.21,Clay,rice,None,0.89
125.18,43.74,15.31,38.33,7.45,33.83,74.82,128.74,Sandy,shallot,KCl,1.02
32.59,10.68,45.65,44.91,5.93,28.46,69.96,61.31,Silt,rice,NPK-16-16-16,2.8
68.23,44.4,13.91,,6.33,33.11,54.89,224.34,Sandy,chili,KCl,0.0
69.6,25.97,38.03,45.59,5.62,24.54,73.5,53.56,Silt,tomato,None,1.47
,17.76,44.01,,5.32,31.5,63.69,52.55,Clay,shallot,SP-36,0.91
40.77,21.67,60.72,40.22,4.61,16.05,61.78,40.41,Clay,chili,Kapur-Dolomit,1.17
29.0,52.39,42.07,31.36,6.66,34.18,64.67,72.61,Clay,rice,Urea,4.92
105.82,44.64,55.55,42.41,5.35,25.71,91.09,39.09,Silt,rice,None,2.54
14.32,57.42,,55.09,6.35,26.98,57.66,40.47,Loamy,chili,Urea,0.81
39.52,67.35,,69.43,6.48,28.44,53.8,39.45,Loamy,shallot,None,1.53
68.05,50.54,48.4,43.32,6.98,29.69,56.4,11.49,Sandy,chili,None,2.93
71.12,23.14,52.03,52.06,5.77,31.24,53.61,206.29,Sandy,chili,None,0.0
11.31,34.25,74.79,55.9,6.15,23.49,62.91,96.31,Peat,tomato,Urea,0.0
67.24,45.38,55.04,32.96,5.47,29.42,98.95,125.84,Sandy,rice,None,3.11
35.46,47.71,72.86,28.81,7.3,32.28,64.87,25.16,Clay,tomato,None,4.64
40.73,41.83,42.5,58.0,8.64,24.94,76.36,14.95,Loamy,rice,None,0.99
55.01,55.53,52.88,58.53,7.54,30.3,60.9,54.53,Clay,rice,None,1.7
26.7,35.26,43.93,26.19,7.57,27.46,63.74,179.6,Sandy,chili,Urea,2.69
41.0,28.28,34.17,70.83,6.85,21.34,80.31,126.44,Loamy,chili,Organik,0.0
56.88,41.47,34.67,14.85,6.17,34.26,96.35,371.41,Loamy,maize,None,2.73
34.92,20.71,38.17,59.93,6.63,29.62,74.43,42.68,Clay,tomato,None,1.19
44.66,,30.16,48.83,5.25,24.33,76.66,118.7,Loamy,tomato,SP-36,0.11
56.13,23.54,43.22,21.1,6.45,32.98,72.9,134.64,Peat,tomato,None,3.85
100.14,37.22,10.04,78.16,6.19,28.47,82.34,101.06,Silt,shallot,KCl,0.0
38.64,34.24,32.13,31.44,7.11,28.42,76.78,114.95,Clay,maize,None,2.04
31.67,53.39,41.38,27.64,5.66,35.46,69.35,,Sandy,tomato,None,4.74
18.36,29.87,71.56,53.37,6.77,27.33,73.01,157.95,Sandy,shallot,Urea,0.0
35.99,33.28,33.52,61.68,5.6,25.86,72.49,13.76,Silt,maize,Organik,0.0
90.35,14.66,28.87,33.75,6.53,32.41,73.93,4.9,Sandy,maize,SP-36,4.6
83.27,75.27,31.9,44.81,6.26,18.16,72.46,114.02,Loamy,shallot,None,0.0
39.46,70.12,42.42,39.27,7.1,28.43,57.09,191.19,Silt,rice,None,2.76
56.56,33.95,60.37,53.52,4.92,31.19,86.4,317.81,Sandy,chili,Kapur-Dolomit,0.0
76.68,48.26,16.92,39.08,7.9,25.0,90.41,20.56,Silt,shallot,KCl,1.12
38.06,46.79,0.0,24.59,4.13,30.71,73.65,179.65,Loamy,tomato,Kapur-Dolomit,2.02
26.92,45.35,41.14,41.37,5.96,30.08,89.43,69.48,Sandy,shallot,Urea,1.38
53.47,42.55,52.26,50.09,7.93,26.9,57.29,5.65,Clay,chili,None,1.26
31.02,34.94,14.27,64.46,5.2,24.79,64.48,148.82,Peat,maize,Kapur-Dolomit,0.0
77.98,6.64,43.47,68.33,6.74,25.12,92.33,,Clay,tomato,SP-36,0.0
73.49,69.57,36.72,23.28,7.24,23.02,79.24,99.7,Sandy,maize,None,1.96
127.02,24.92,,46.6,6.6,26.38,83.58,52.28,Sandy,chili,None,0.57
46.51,52.87,46.11,44.67,,33.24,68.16,,Loamy,shallot,None,1.13
35.53,54.19,40.31,47.98,5.86,28.11,71.21,32.64,Silt,maize,None,0.5
21.96,,64.22,19.35,5.76,34.92,82.91,33.69,Silt,tomato,Urea,4.7
,29.77,44.13,54.43,5.35,25.59,78.1,372.47,Peat,shallot,Kapur-Dolomit,0.0
3.09,90.33,47.55,43.27,5.86,23.84,39.6,68.79,Peat,chili,Urea,1.49
,52.8,26.56,82.38,5.79,22.89,63.94,74.57,Loamy,tomato,KCl,0.0
26.98,57.45,24.22,71.51,5.34,29.04,75.56,5.53,Loamy,rice,Urea,0.57
54.45,27.11,0.0,55.23,5.46,25.5,87.71,127.17,Loamy,shallot,KCl,0.02
,30.37,54.69,51.6,5.34,28.85,75.65,40.03,Loamy,shallot,None,0.07
54.1,26.67,59.95,58.76,4.54,25.21,71.68,35.23,Sandy,maize,Kapur-Dolomit,0.0
83.61,9.56,14.82,24.68,5.68,21.14,61.25,162.51,Silt,maize,SP-36,1.17
117.71,52.78,47.4,55.47,6.51,28.61,75.73,85.5,Silt,rice,None,0.79
54.35,32.62,26.91,18.99,7.16,20.52,78.64,205.65,Silt,rice,Urea,2.74
56.64,39.89,24.86,43.68,6.64,32.62,69.68,101.51,Silt,rice,KCl,3.7
122.59,11.86,9.84,32.59,6.31,35.69,87.94,104.56,Sandy,chili,SP-36,3.37
86.29,34.06,55.6,,6.98,33.17,76.17,29.12,Peat,tomato,None,0.92
72.22,15.55,42.0,43.57,6.53,32.13,95.81,66.07,Silt,tomato,SP-36,1.35
74.14,53.57,36.88,45.62,,25.25,55.23,192.8,Peat,chili,KCl,0.0
64.39,29.26,25.06,81.66,7.61,35.64,100.0,,Loamy,shallot,KCl,1.87
37.4,21.44,29.3,27.83,,25.35,91.61,255.75,Silt,tomato,None,1.07
14.74,26.58,20.81,47.21,6.53,28.65,87.38,14.75,Clay,rice,Urea,1.95
26.23,30.6,44.94,23.95,5.12,28.48,69.0,26.43,Loamy,tomato,Urea,3.41
1.7,35.09,54.3,57.53,5.08,27.08,86.0,9.07,Sandy,shallot,Urea,0.01
67.07,46.7,53.01,58.63,7.0,22.04,61.68,278.82,Silt,rice,None,0.0
67.16,32.28,52.92,54.16,6.76,30.61,95.68,95.51,,maize,None,0.0
41.75,0.0,28.43,47.48,7.39,19.57,69.35,34.56,Loamy,tomato,SP-36,0.0
51.01,44.32,49.33,69.82,7.47,25.47,98.93,45.78,Clay,maize,Organik,0.34
,34.2,61.17,58.75,7.34,27.83,71.25,287.99,Sandy,rice,None,0.0
39.79,19.58,40.15,33.6,6.67,34.4,61.08,185.79,Loamy,tomato,SP-36,2.01
72.17,10.0,58.11,28.92,4.28,31.23,76.17,8.09,Peat,tomato,Kapur-Dolomit,3.24
43.77,58.32,52.14,,7.29,32.39,68.2,164.55,Sandy,chili,None,0.05
65.63,48.92,49.71,34.12,6.27,22.28,57.37,113.66,Loamy,chili,None,0.87
82.45,12.93,71.27,50.38,5.18,27.49,88.2,93.6,,maize,None,0.0
21.38,22.68,42.05,33.75,5.49,23.5,77.81,18.98,Silt,tomato,Urea,2.63
76.8,31.63,22.55,64.76,4.79,21.03,73.18,50.67,Loamy,maize,Kapur-Dolomit,0.0
86.25,25.38,50.72,,6.25,31.15,59.63,8.16,Silt,maize,None,2.09
50.45,9.11,68.61,42.9,6.09,19.93,74.19,36.06,Loamy,maize,SP-36,1.24
3.64,,52.28,,5.85,35.2,70.23,77.35,Loamy,tomato,NPK-16-16-16,1.88
127.44,6.3,45.68,,6.3,33.74,84.17,40.16,Silt,chili,SP-36,1.83
5.46,41.1,44.48,37.9,5.36,31.73,57.21,31.33,Peat,maize,Kapur-Dolomit,3.07
66.47,64.15,63.27,62.84,8.24,22.39,90.05,141.55,Clay,tomato,None,0.0
58.84,51.49,40.76,36.57,5.92,27.66,83.08,1.04,Sandy,tomato,None,2.56
23.7,19.53,39.81,29.35,7.37,31.28,58.46,146.73,Peat,chili,NPK-16-16-16,3.23
156.36,54.24,62.01,64.75,7.21,32.74,56.78,62.65,Peat,rice,None,4.22
7.01,35.43,72.04,63.73,6.22,28.32,81.22,196.29,Clay,chili,Urea,0.0
83.62,59.77,62.06,47.56,5.95,25.17,71.09,172.75,Loamy,chili,SP-36,0.0
77.27,6.12,,46.22,6.96,22.51,46.68,189.07,Peat,rice,SP-36,1.89
83.69,51.34,48.01,80.23,5.07,31.36,73.92,41.07,Loamy,shallot,None,1.02
68.63,40.02,39.56,43.99,8.37,25.49,62.89,44.74,Clay,rice,None,2.03
48.75,13.74,33.17,61.14,6.89,27.68,83.15,27.72,Loamy,rice,SP-36,0.6
31.73,4.65,70.61,40.38,6.67,33.01,77.32,450.0,Loamy,tomato,SP-36,0.0
96.05,20.43,66.9,28.25,5.44,29.91,75.99,67.74,Loamy,shallot,None,2.71
62.1,33.02,56.98,53.33,5.89,23.83,50.89,13.85,Loamy,shallot,None,1.18
30.36,32.72,61.82,36.95,6.39,24.83,65.53,,Sandy,shallot,None,1.79
65.66,37.81,40.11,49.59,5.01,21.84,55.5,52.59,Sandy,rice,None,2.57
55.12,33.44,61.81,69.41,6.53,26.7,79.82,116.67,Loamy,tomato,Organik,0.0
68.35,52.95,12.85,39.21,5.03,27.38,80.37,78.49,Sandy,shallot,Organik,2.28
38.64,33.19,46.52,50.07,5.0,22.19,82.04,172.42,Silt,tomato,None,0.0
78.35,44.45,35.84,20.8,5.41,30.11,100.0,3.82,Loamy,shallot,None,4.76
